Genome	Genome_accession
MGYG000208752	ERZ959999
MGYG000143950	UQGK01
MGYG000087190	ERZ832987
MGYG000239899	ERZ905289
MGYG000140370	ERZ937383
MGYG000129110	ERZ969447
MGYG000172200	ERZ905385
MGYG000006633	CAJLNT01
MGYG000025066	ERZ871315
MGYG000287417	ERZ836099
MGYG000118158	ERZ864443
MGYG000116878	CXDJ01
MGYG000180593	ERZ865722
MGYG000049791	ERZ980291
MGYG000138803	ERZ1632795,ERZ898111
MGYG000152434	ERZ869448
MGYG000188798	ERZ988961
MGYG000137127	ERZ866918
MGYG000188253	ERZ839992
MGYG000198788	ERZ852441
MGYG000097827	ERZ873973
MGYG000259457	ERZ977924
MGYG000113172	ERZ839652
MGYG000229167	ERZ848405
MGYG000182122	ERZ875759
MGYG000236927	ERZ902014
MGYG000169905	ERZ902014
MGYG000121316	ERZ866147
MGYG000003528	CAAGGB01,CABTPW01
MGYG000006212	CAJLHN01
MGYG000063875	NNCA01
MGYG000041885	ERZ861144
MGYG000033462	ERZ872740
MGYG000112699	ERZ1636801,ERZ969681
MGYG000056017	ERZ929644
MGYG000259760	ERZ961855
MGYG000000170	QUGX01,CABJBS02
MGYG000103725	ERZ904121
MGYG000202509	ERZ946062
MGYG000258513	ERZ931459
MGYG000129884	ERZ877695
MGYG000197456	ERZ831418
MGYG000110955	ERZ829644
MGYG000278116	ERZ969378
MGYG000055996	ERZ980893
MGYG000078695	ERZ933129
MGYG000250449	ERZ867671
MGYG000204801	ERZ972996
MGYG000004015	CABUIB01
MGYG000273274	ERZ970218
MGYG000264810	ERZ944889
MGYG000182136	ERZ936159
MGYG000282536	ERZ877938
MGYG000172278	ERZ839807
MGYG000175316	ERZ894979
MGYG000243505	ERZ898997
MGYG000074184	FTSH01
MGYG000098875	ERZ967990
MGYG000171232	URZP01
MGYG000043374	ERZ935025
MGYG000002655	CABSJJ01
MGYG000005965	CAJMOL01
MGYG000260363	ERZ904879
MGYG000153216	ERZ967655
MGYG000190897	ERZ969790
MGYG000214239	ERZ928812
MGYG000096000	ERZ895166
MGYG000118962	ERZ988411
MGYG000087391	ERZ867433
MGYG000270632	CWTK01
MGYG000093488	BCNK01
MGYG000087581	ERZ838406
MGYG000180241	ERZ928922
MGYG000276246	ERZ846833
MGYG000087232	ERZ851491
MGYG000035442	ERZ968279
MGYG000282077	ERZ896845
MGYG000111755	ERZ868906
MGYG000242243	ERZ867308
MGYG000199636	ERZ851099
MGYG000083986	ERZ829177
MGYG000115925	ERZ843833
MGYG000276429	ERZ968859
MGYG000195424	ERZ930582
MGYG000123100	ERZ871418
MGYG000014228	ERZ872666
MGYG000199681	ERZ903481
MGYG000058841	ERZ896204
MGYG000151035	ERZ927166
MGYG000259195	ERZ875470
MGYG000193758	ERZ879250
MGYG000072942	ERZ833527
MGYG000243198	ERZ972340
MGYG000070408	ERZ929723
MGYG000288479	ERZ970889
MGYG000019331	NAQI01
MGYG000121104	ERZ860086
MGYG000136552	ERZ929878
MGYG000232641	ERZ834797
MGYG000242392	ERZ983238
MGYG000026520	ERZ959443
MGYG000047138	ERZ901981
MGYG000048616	ERZ836811
MGYG000209489	ERZ947111
MGYG000091926	ERZ901901
MGYG000209145	ERZ848443
MGYG000076611	PJGF01
MGYG000139957	ERZ975518
MGYG000237665	QRLA01
MGYG000024935	ERZ844028
MGYG000025150	ERZ864949
MGYG000102560	ERZ866098
MGYG000127532	ERZ848396
MGYG000070955	LYOA01
MGYG000083900	ERZ934789
MGYG000091804	ERZ834391
MGYG000231337	MZSF01
MGYG000002302	QSTK01,CABMFU01
MGYG000207099	ERZ860206
MGYG000034888	ERZ837991
MGYG000087880	ERZ831919
MGYG000262365	ERZ946494
MGYG000041261	ERZ895548
MGYG000226271	ERZ845185
MGYG000185998	ERZ830640
MGYG000175754	ERZ935325
MGYG000048802	USNM01
MGYG000270829	ERZ874241,ERZ1576207
MGYG000038184	ERZ972976
MGYG000122841	ERZ842709
MGYG000104367	ERZ949356
MGYG000120395	ERZ903082
MGYG000147009	ERZ866072
MGYG000221544	ERZ987792
MGYG000281134	ERZ865071
MGYG000170157	ERZ947272
MGYG000006577	CAJLIG01
MGYG000156439	ERZ980863
MGYG000263948	ERZ900152
MGYG000233970	ERZ842752
MGYG000059801	ERZ961031
MGYG000087338	ERZ866846
MGYG000235323	ERZ969847
MGYG000002998	CABSWT01,UROE01
MGYG000061066	ERZ945306
MGYG000107565	ERZ844660
MGYG000187053	GCA_003346835.1
MGYG000190365	ERZ971200
MGYG000163518	ERZ833183
MGYG000267404	ERZ945960
MGYG000105558	ERZ931491
MGYG000032293	ERZ839995
MGYG000272118	ERZ905404
MGYG000021778	ERZ900981
MGYG000167292	ERZ984458
MGYG000000487	CABQDW01
MGYG000168248	ERZ831615
MGYG000132753	ERZ979725
MGYG000169774	ERZ983289
MGYG000178065	ERZ947157
MGYG000097572	ERZ902390
MGYG000276168	ERZ834822
MGYG000140709	ERZ937205
MGYG000034560	ERZ988803
MGYG000198045	ERZ838958
MGYG000061813	ERZ981315
MGYG000208015	ERZ875748
MGYG000188004	ERZ873787
MGYG000097465	ERZ937163
MGYG000005198	CAJLVZ01
MGYG000254596	ERZ904401
MGYG000003610	CAAGKZ01,CABTTF01
MGYG000055570	ERZ866919
MGYG000283536	ERZ846789
MGYG000089904	ERZ877426
MGYG000170616	ERZ945683
MGYG000270408	ERZ931855
MGYG000172772	ERZ944555
MGYG000115775	ERZ861420
MGYG000015957	GCA_000148225.1
MGYG000120166	PCMY01
MGYG000116084	ERZ937737
MGYG000218641	GCA_000011045.1
MGYG000073707	ERZ961708
MGYG000006253	CAJKPY01
MGYG000055117	ERZ946914
MGYG000103727	USIO01
MGYG000260939	ERZ944522
MGYG000093934	ERZ848251
MGYG000277581	ERZ906606
MGYG000158767	UQTB01
MGYG000004498	CABUYM01
MGYG000203836	ERZ959320
MGYG000211582	CXBN01
MGYG000260688	ERZ831209
MGYG000035784	ERZ933617
MGYG000121361	ERZ975993
MGYG000058005	ERZ982431
MGYG000099547	ERZ937570
MGYG000181304	ERZ896823
MGYG000200909	FTZT01
MGYG000218246	ERZ837384
MGYG000234705	ERZ875505
MGYG000032588	ERZ949347
MGYG000069140	ERZ869138
MGYG000149920	ERZ972058
MGYG000050155	ERZ829868
MGYG000079888	ERZ862314
MGYG000120246	ERZ982181
MGYG000239528	ERZ865960
MGYG000227038	ERZ872881
MGYG000176512	ERZ946577
MGYG000243042	ERZ977820
MGYG000181171	ERZ977838
MGYG000191457	ERZ936553
MGYG000169991	ERZ871502
MGYG000179223	ERZ902355
MGYG000075434	ERZ831416
MGYG000263688	ERZ896519
MGYG000036788	ERZ899325
MGYG000195337	CWVS01
MGYG000091823	ERZ988538
MGYG000282667	ERZ984539
MGYG000062129	MTJV01
MGYG000013243	ERZ863439,ERZ1640947
MGYG000035103	ERZ966151
MGYG000235378	ERZ974734
MGYG000106693	ERZ979176
MGYG000191443	ERZ928729
MGYG000049358	ERZ930538
MGYG000202072	ERZ835780
MGYG000115055	ERZ873579
MGYG000000380	CABPZK01
MGYG000232525	ERZ948941
MGYG000094144	ERZ976036
MGYG000102681	ERZ905044
MGYG000031449	ERZ928371
MGYG000161399	ERZ830649
MGYG000076643	ERZ966742
MGYG000042052	ERZ960459
MGYG000034300	ERZ932791
MGYG000078246	ERZ867550
MGYG000224753	ERZ966782
MGYG000231927	ERZ899612
MGYG000271338	USTA01
MGYG000035760	ERZ844779
MGYG000032083	ERZ971075
MGYG000111079	ERZ975221
MGYG000267474	ERZ873521
MGYG000180258	ERZ930189
MGYG000174936	ERZ866156
MGYG000000930	URMM01,CABQUT01
MGYG000261922	ERZ863501
MGYG000192639	ERZ837624
MGYG000168920	ERZ932503
MGYG000246924	ERZ946037
MGYG000131223	ERZ963588
MGYG000173386	ERZ969608
MGYG000142779	ERZ896382
MGYG000165741	ERZ865603
MGYG000017435	JHRI01
MGYG000038536	ERZ935259
MGYG000166246	ERZ867404
MGYG000080987	ERZ838302
MGYG000182843	ERZ945526
MGYG000231215	ERZ899566
MGYG000152684	ERZ872595
MGYG000097605	ERZ862964
MGYG000278233	ERZ833473
MGYG000140922	ERZ902683
MGYG000005647	CAJLTJ01
MGYG000051543	ERZ847610
MGYG000286339	CAAHDL01
MGYG000252931	ERZ874634
MGYG000224979	ERZ948527
MGYG000025828	ERZ847182
MGYG000218780	ERZ851907
MGYG000020421	ERZ963145
MGYG000175896	PQUB01
MGYG000250412	ERZ959153
MGYG000125339	ERZ876446
MGYG000125477	ERZ961112
MGYG000000283	CABPWM01
MGYG000264547	ERZ960489
MGYG000156594	ERZ982215
MGYG000197988	ERZ866850
MGYG000169031	ERZ877885
MGYG000006274	CAJJIR01
MGYG000234507	ERZ860820
MGYG000249119	ERZ871112,ERZ1572331
MGYG000004091	CABUKY01
MGYG000174298	ERZ974362
MGYG000258715	ERZ901174
MGYG000185814	ERZ973141
MGYG000244761	ERZ869463
MGYG000147276	NLEB01
MGYG000221349	ERZ847257
MGYG000208572	ERZ843859
MGYG000243763	ERZ901605
MGYG000084268	ERZ852407
MGYG000193679	ERZ977907
MGYG000269857	ERZ946991
MGYG000000413	CABQBF01
MGYG000000515	CABQEN01
MGYG000046770	ERZ933916
MGYG000099352	ERZ940271
MGYG000183097	ERZ845063
MGYG000067386	ERZ902451
MGYG000099231	ERZ932098
MGYG000227452	ERZ957236
MGYG000221500	NOSF01
MGYG000004971	CAJJVE01
MGYG000147323	ERZ869612
MGYG000043470	ERZ984272
MGYG000142656	URIY01
MGYG000200843	ERZ897038
MGYG000038091	ERZ985353
MGYG000067482	ERZ852634
MGYG000043480	CAAENB01
MGYG000014135	ERZ977517
MGYG000096513	ERZ980335
MGYG000150415	ERZ839863
MGYG000218286	ERZ945007
MGYG000003066	UQMM01,CABSZI01
MGYG000149718	ERZ832041
MGYG000033742	QRUR01
MGYG000004328	CABUSD01
MGYG000060965	ERZ960097
MGYG000122602	ERZ979318
MGYG000217841	URJE01
MGYG000199285	ERZ980499
MGYG000262516	CUTD01
MGYG000186930	ERZ862651
MGYG000067216	ERZ930486
MGYG000069526	ERZ839942
MGYG000064669	ERZ978012
MGYG000047748	ERZ979099
MGYG000006078	CAJJLE01
MGYG000016897	ERZ900585
MGYG000080334	ERZ969312
MGYG000197514	ERZ985892
MGYG000237344	ERZ860874
MGYG000161316	ERZ896681
MGYG000055304	ERZ829102
MGYG000280720	ERZ936885
MGYG000016117	ERZ945431
MGYG000181096	ERZ977025
MGYG000238845	ERZ979827
MGYG000196636	ERZ972164
MGYG000006037	CAJKOX01
MGYG000003848	CABUBP01
MGYG000053486	ERZ847425
MGYG000280051	CAADVM01
MGYG000109844	ERZ898307
MGYG000215551	ERZ846475
MGYG000280944	ERZ863447
MGYG000114683	ERZ929389
MGYG000252419	ERZ837571
MGYG000282505	ERZ849989
MGYG000145101	ERZ834378
MGYG000194835	ERZ949580
MGYG000156261	ERZ843718
MGYG000125361	ERZ838737
MGYG000196089	ERZ935213
MGYG000250809	ERZ949947
MGYG000092871	ERZ978680
MGYG000142553	ERZ836739
MGYG000101034	ERZ864185
MGYG000090168	ERZ831043
MGYG000142409	ERZ864916
MGYG000166709	ERZ874419
MGYG000182341	ERZ958999
MGYG000204427	ERZ904806
MGYG000054198	ERZ860766
MGYG000051245	ERZ988476
MGYG000188939	ERZ864420
MGYG000131849	NOTN01
MGYG000101240	ERZ847184
MGYG000175937	ERZ982745
MGYG000010717	ERZ831017
MGYG000038836	ERZ988487
MGYG000136275	ERZ929107
MGYG000236759	ERZ873892
MGYG000101075	ERZ935882
MGYG000262766	ERZ847742
MGYG000036662	CZOI01
MGYG000273861	ERZ944055
MGYG000162480	ERZ829328
MGYG000196048	ERZ867992
MGYG000098150	ERZ946360
MGYG000139919	ERZ846706
MGYG000063494	FBUR01
MGYG000270349	NFTD01
MGYG000245451	USCG01
MGYG000061069	ERZ970328
MGYG000024225	ERZ976862
MGYG000218873	ERZ842790
MGYG000124708	ERZ966678
MGYG000093248	ERZ930224
MGYG000265601	ERZ969923
MGYG000149895	ERZ967128
MGYG000199763	ERZ845525
MGYG000104399	ERZ905963
MGYG000222328	URBG01
MGYG000271934	ERZ904910
MGYG000074069	ERZ876744
MGYG000239372	ERZ944047
MGYG000106705	ERZ845026
MGYG000209860	ERZ872552
MGYG000002593	CABMQG01
MGYG000198515	ERZ986159
MGYG000274464	ERZ840297
MGYG000172256	ERZ973310
MGYG000001907	CABRTH01
MGYG000221938	ERZ945750
MGYG000257737	ERZ973708
MGYG000279007	ERZ927010
MGYG000218441	ERZ837310
MGYG000100879	ERZ829758
MGYG000138277	ERZ936994
MGYG000175725	ERZ830932
MGYG000041154	ERZ902232
MGYG000174003	ERZ934823
MGYG000204205	ERZ877199
MGYG000124532	ERZ950188
MGYG000020772	ERZ901049
MGYG000178335	ERZ901049
MGYG000173136	ERZ839310
MGYG000221638	ERZ969777
MGYG000091401	ERZ948551
MGYG000224766	CYCY01
MGYG000194443	ERZ839495
MGYG000070288	ERZ847815
MGYG000214071	CXIP01
MGYG000252295	ERZ963292
MGYG000177490	ERZ878183
MGYG000187724	ERZ844624
MGYG000131375	ERZ972902
MGYG000272210	ERZ903268
MGYG000080990	ERZ829507
MGYG000230610	ERZ849662
MGYG000158973	ERZ967085
MGYG000222028	ERZ960426
MGYG000281863	ERZ976319
MGYG000027166	ERZ838669
MGYG000189949	ERZ970719
MGYG000038972	ERZ832200
MGYG000134766	ERZ899642
MGYG000220269	ERZ832030
MGYG000172089	ERZ843450
MGYG000031638	ERZ960302
MGYG000217778	ERZ960302
MGYG000066174	ERZ1692274,ERZ975183
MGYG000176700	ERZ969333
MGYG000005527	CAJLVF01
MGYG000154457	ERZ973646
MGYG000161650	ERZ862999
MGYG000206833	ERZ983053
MGYG000219679	ERZ850001
MGYG000041679	ERZ906578
MGYG000091425	ERZ961905
MGYG000136535	ERZ833908
MGYG000070798	ERZ973418
MGYG000097417	ERZ928129
MGYG000263586	ERZ960970
MGYG000045958	ERZ937323
MGYG000199868	ERZ982600
MGYG000249569	ERZ981041
MGYG000203198	ERZ987004
MGYG000285821	ERZ876303
MGYG000277354	ERZ835968
MGYG000231111	ERZ846064
MGYG000132222	ERZ836880
MGYG000200846	ERZ845382
MGYG000196541	QKNQ01
MGYG000212983	ERZ947769
MGYG000147264	ERZ831361
MGYG000250219	ERZ903537
MGYG000055043	ERZ846848
MGYG000248873	ERZ928864
MGYG000075976	ERZ969495
MGYG000205366	ERZ895714
MGYG000067140	ERZ971515
MGYG000187856	ERZ979152
MGYG000049385	ERZ967900
MGYG000045280	ERZ974968
MGYG000075947	ERZ846366
MGYG000202177	QSLB01
MGYG000117876	ERZ859968
MGYG000231117	ERZ928351
MGYG000071623	ERZ981185
MGYG000172366	UQKX01
MGYG000139151	ERZ872656
MGYG000030151	CZAD01
MGYG000279482	ERZ831292
MGYG000011584	ERZ973473
MGYG000016946	ERZ849971
MGYG000028370	ERZ873808
MGYG000205611	ERZ928813
MGYG000123300	ERZ897168
MGYG000053743	MOZW01
MGYG000126722	ERZ936622
MGYG000059640	ERZ840019
MGYG000018627	ERZ846077
MGYG000030776	ERZ959239
MGYG000113946	ERZ935509
MGYG000137693	MITZ01
MGYG000122003	ERZ843321
MGYG000170219	ERZ843162
MGYG000260357	QRXU01
MGYG000164293	QSQX01
MGYG000226191	ERZ839898
MGYG000239766	ERZ861855
MGYG000113785	ERZ903130
MGYG000209485	ERZ969217
MGYG000091121	ERZ966493
MGYG000186872	ERZ983712
MGYG000047887	ERZ872984
MGYG000100210	ERZ980951
MGYG000040069	ERZ979625
MGYG000056217	ERZ935348
MGYG000205144	CXZK01
MGYG000125642	ERZ872605
MGYG000200217	ERZ982371
MGYG000084213	ERZ831843
MGYG000166013	ERZ868491
MGYG000151101	ERZ877149
MGYG000113052	ERZ836305
MGYG000251268	ERZ849206
MGYG000031515	ERZ988877
MGYG000194981	ERZ947368
MGYG000126874	ERZ972490
MGYG000035931	ERZ933766
MGYG000029735	UQKA01
MGYG000169402	ERZ984826
MGYG000185317	ERZ987572
MGYG000003513	CAAGFF01,CABTOY01
MGYG000256814	ERZ959458
MGYG000220768	ERZ944855
MGYG000172241	ERZ874125,ERZ1576424
MGYG000249457	ERZ860030
MGYG000208110	ERZ944885
MGYG000082542	ERZ987264
MGYG000240349	ERZ829274
MGYG000033423	ERZ966496
MGYG000005134	CAJKRR01
MGYG000161322	ERZ852059
MGYG000175790	ERZ860177
MGYG000174482	ERZ868150
MGYG000270382	ERZ867184
MGYG000182398	ERZ973727
MGYG000262190	ERZ946416
MGYG000267764	ERZ959751
MGYG000087558	ERZ978298
MGYG000157656	ERZ900994
MGYG000038154	ERZ865280
MGYG000162577	ERZ968792
MGYG000106358	ERZ877712
MGYG000169863	JFEX01
MGYG000276197	ERZ836033
MGYG000195673	ERZ971764
MGYG000035090	ERZ900026
MGYG000267328	ERZ974285
MGYG000033022	ERZ874252
MGYG000031435	ERZ898945
MGYG000038652	ERZ852004
MGYG000131577	ERZ873266
MGYG000176127	ERZ906194
MGYG000078114	ERZ898568
MGYG000147797	ERZ838056
MGYG000047831	ERZ987628
MGYG000145033	ERZ985102
MGYG000268969	ERZ950640
MGYG000152139	ERZ980993
MGYG000158419	ERZ870458
MGYG000165033	ERZ987928
MGYG000147549	ERZ863976
MGYG000054305	ERZ928103
MGYG000240835	ERZ851340
MGYG000000904	CABQTV01,USDH01
MGYG000177102	ERZ979952
MGYG000153220	ERZ850276
MGYG000148293	GCA_001578565.1
MGYG000204721	ERZ972017
MGYG000103695	ERZ880108
MGYG000098598	ERZ928173
MGYG000005650	CAJMMW01
MGYG000171568	ERZ902796
MGYG000018234	ERZ950428
MGYG000276025	ERZ871420
MGYG000049191	ERZ852021
MGYG000129938	ERZ934250
MGYG000184637	ERZ935207
MGYG000215964	ERZ974591
MGYG000284058	ERZ895062
MGYG000265936	ERZ975530
MGYG000252844	ERZ987512
MGYG000140069	ERZ864677
MGYG000132335	ERZ848374
MGYG000032541	ERZ929358
MGYG000225005	ERZ876786
MGYG000107052	ERZ933349
MGYG000229791	NXOB01
MGYG000203041	ERZ937331
MGYG000106845	ERZ974706
MGYG000126993	ERZ870532
MGYG000237536	ERZ977435
MGYG000110232	ERZ877390
MGYG000185867	ERZ944140
MGYG000272635	ERZ981113
MGYG000276900	ERZ981781
MGYG000052042	ERZ836888
MGYG000206252	ERZ968098
MGYG000130358	ERZ933962
MGYG000127025	ERZ933337
MGYG000005788	CAJKVQ01
MGYG000035028	ERZ968276
MGYG000050082	ERZ980507
MGYG000102203	ERZ837758
MGYG000011551	QVGX01
MGYG000217493	ERZ844142
MGYG000048391	ERZ977150
MGYG000048878	ERZ862739
MGYG000113010	ERZ829955
MGYG000127519	ERZ973194,ERZ1607084
MGYG000247091	ERZ851839
MGYG000234335	CAEG01
MGYG000202462	ERZ903759
MGYG000251868	ERZ935326
MGYG000219650	ERZ901640
MGYG000273852	ERZ872949
MGYG000041114	ERZ835443
MGYG000155274	ERZ851600
MGYG000134397	ERZ901748
MGYG000233161	ERZ832751
MGYG000052752	ERZ932357
MGYG000064739	CABKTL02,GCA_000821305.1
MGYG000001474	CABKTL02,GCA_000821305.1
MGYG000000442	CABQCD01
MGYG000076131	ERZ865377
MGYG000003928	CABUEK01
MGYG000003173	UQIQ01,CABTCH01
MGYG000203520	UQRL01
MGYG000027393	USQE01
MGYG000182089	ERZ834631
MGYG000197355	ERZ867295
MGYG000228630	ERZ867904
MGYG000212634	ERZ848817
MGYG000144309	ERZ958787
MGYG000072448	ERZ872296
MGYG000216463	ERZ959080
MGYG000273329	ERZ895460
MGYG000017771	ERZ931919
MGYG000178797	ERZ877119
MGYG000152394	ERZ867576
MGYG000012577	FUAE01
MGYG000169666	ERZ928959
MGYG000109444	ERZ834427
MGYG000125514	ERZ849259
MGYG000250898	ERZ949923
MGYG000234898	ERZ876825
MGYG000124946	ERZ844188
MGYG000013913	ERZ838702
MGYG000089547	ERZ900917
MGYG000274147	ERZ927555
MGYG000016335	CAAGKQ01
MGYG000014090	ERZ981398
MGYG000182024	ERZ901138
MGYG000221226	ERZ973798
MGYG000123544	ERZ961046
MGYG000115471	ERZ929474
MGYG000078669	ERZ867022
MGYG000215533	ERZ985847
MGYG000269169	ERZ878942
MGYG000042558	CAAFDL01
MGYG000089089	ERZ898896
MGYG000196124	ERZ982192
MGYG000052466	ERZ868450
MGYG000242412	ERZ979758
MGYG000151888	ERZ844433
MGYG000063525	ERZ983134
MGYG000134534	ERZ862172
MGYG000171888	ERZ928979
MGYG000027241	ERZ930950
MGYG000225050	CAAFXT01
MGYG000008379	GCA_001039125.1
MGYG000195168	ERZ958844
MGYG000040909	ERZ977641
MGYG000167748	ERZ970403
MGYG000218914	ERZ983639
MGYG000235277	ERZ861882
MGYG000048329	ERZ931987
MGYG000112886	ERZ927110
MGYG000207875	JFCC01
MGYG000192919	ERZ979853
MGYG000214151	ERZ875563
MGYG000209939	ERZ877541
MGYG000157506	ERZ946743
MGYG000136022	ERZ975808
MGYG000153489	ERZ898966
MGYG000175136	CAAEXL01
MGYG000253758	ERZ866483
MGYG000234671	ERZ844690
MGYG000251687	ERZ980456
MGYG000224910	ERZ843511
MGYG000102607	ERZ982312
MGYG000107282	ERZ980180
MGYG000136777	ERZ870118
MGYG000134356	ERZ949555
MGYG000008267	ERZ843358
MGYG000004720	CAJKQJ01
MGYG000087620	ERZ844340
MGYG000052153	ERZ844849
MGYG000101679	ERZ829269
MGYG000122940	ERZ873873
MGYG000185966	ERZ903167
MGYG000258717	ERZ935955
MGYG000153784	ERZ936613
MGYG000159137	ERZ983397
MGYG000004493	CABUYU01
MGYG000093863	ERZ927441
MGYG000138877	ERZ840114
MGYG000212618	AMJT01
MGYG000063134	ERZ874772
MGYG000050457	ERZ933619
MGYG000036936	ERZ851875
MGYG000198180	ERZ947323
MGYG000254284	NACU01
MGYG000241536	ERZ977149
MGYG000112491	ERZ973587
MGYG000001134	CABRCL01,CAAENX01
MGYG000157295	ERZ900291
MGYG000178285	ERZ873807
MGYG000157528	ERZ837342
MGYG000097258	ACCF01
MGYG000269257	ERZ950843
MGYG000098980	ERZ875224
MGYG000286440	ERZ872047
MGYG000253415	GCA_002082945.1
MGYG000140955	ERZ976655
MGYG000212053	ERZ971853
MGYG000283241	ERZ870392
MGYG000079839	ERZ969789
MGYG000009270	ERZ967892
MGYG000042395	GCA_000159055.1
MGYG000287254	ERZ872191
MGYG000281083	ERZ905180
MGYG000073570	ERZ879280
MGYG000122124	ERZ844104
MGYG000232167	ERZ966602
MGYG000216946	ERZ875157
MGYG000014506	ERZ875652
MGYG000047250	ERZ987018
MGYG000201564	ERZ842429
MGYG000120385	ERZ935654
MGYG000209751	ERZ948704
MGYG000045704	ERZ864619
MGYG000073632	ERZ876520
MGYG000187234	ERZ988439
MGYG000246195	ERZ848516
MGYG000181391	ERZ843240
MGYG000288695	GCA_002209105.1
MGYG000051985	ERZ966064
MGYG000046752	ERZ848339
MGYG000239410	ERZ948766
MGYG000251883	ERZ984823
MGYG000041103	URSF01
MGYG000158467	ERZ986465
MGYG000074788	CUNA01
MGYG000062169	ERZ949012
MGYG000098033	ERZ848512
MGYG000251039	ERZ839436
MGYG000090135	ERZ978146
MGYG000088364	MZSX01
MGYG000109819	ERZ986006
MGYG000003509	CAAGFQ01,CABTPD01
MGYG000040798	ERZ961084
MGYG000024424	ERZ967373
MGYG000218267	ERZ834502
MGYG000027668	ERZ972351
MGYG000142577	ERZ844699
MGYG000257274	ERZ948266
MGYG000033108	ERZ835929
MGYG000288059	CXOG01
MGYG000212795	ERZ971190
MGYG000175540	ERZ860669
MGYG000271215	ERZ835235
MGYG000118439	ERZ932957
MGYG000138996	ERZ933995
MGYG000002754	CABSNM01
MGYG000099669	ERZ933008
MGYG000109025	ERZ984975
MGYG000235428	ERZ839198
MGYG000070043	ERZ946238
MGYG000080294	UION01
MGYG000056218	ERZ879720
MGYG000223700	ERZ867686
MGYG000005724	CAJLHA01
MGYG000074425	ERZ873146
MGYG000078045	ERZ971404
MGYG000168289	MZRZ01
MGYG000202161	CYGI01
MGYG000094408	ERZ945797
MGYG000138541	ERZ865898
MGYG000279349	ERZ986765
MGYG000002274	CABMFC01,QTVP01
MGYG000173239	ERZ906535
MGYG000264816	ERZ944384
MGYG000119616	ERZ931169
MGYG000187050	ERZ877106
MGYG000159297	ERZ895254
MGYG000119159	ERZ961561
MGYG000151100	ERZ986248
MGYG000033942	ERZ870734
MGYG000092718	ERZ929465
MGYG000111949	ERZ933241
MGYG000175680	ERZ901330
MGYG000006151	CAJLRI01
MGYG000246395	QTUX01
MGYG000274751	ERZ969047
MGYG000134398	ERZ843480
MGYG000033090	ERZ846500
MGYG000029766	ERZ946908
MGYG000035136	ERZ980309
MGYG000212295	ERZ860158
MGYG000044649	USFC01
MGYG000167160	ERZ972631
MGYG000214335	ERZ849291
MGYG000279996	NTIE01
MGYG000079545	ERZ874694
MGYG000227593	ERZ974336
MGYG000204084	QSDM01
MGYG000142148	ERZ903411
MGYG000084915	ERZ872031
MGYG000003026	CABSXP01,URNK01
MGYG000273141	ERZ836687
MGYG000256708	ERZ871515
MGYG000281088	ERZ953568
MGYG000214415	ERZ879169
MGYG000137281	ERZ971291
MGYG000276142	ERZ976657
MGYG000206386	ERZ949492
MGYG000029247	ERZ898607
MGYG000025094	ERZ948382
MGYG000247587	ERZ966218
MGYG000004404	CABUUU01
MGYG000173481	ERZ830286
MGYG000017956	ERZ863049
MGYG000004496	CABUYS01
MGYG000109992	ERZ932954
MGYG000288565	ERZ969600
MGYG000037554	ERZ901142
MGYG000092763	ERZ897216
MGYG000026131	ERZ863490
MGYG000116695	ERZ848326
MGYG000172248	ERZ978726
MGYG000145262	ERZ831580
MGYG000171660	ERZ902553
MGYG000012961	ERZ903429
MGYG000211567	ERZ833996
MGYG000150057	ERZ972415
MGYG000193231	ERZ896526
MGYG000228754	GCA_001406175.1
MGYG000146516	ERZ878815
MGYG000002512	GCA_900478755.1
MGYG000067583	ERZ837409
MGYG000035470	ERZ975743
MGYG000116500	ERZ863915
MGYG000227858	ERZ983000
MGYG000123488	ERZ829699
MGYG000086369	GCA_001506505.1
MGYG000144650	CAAEXO01
MGYG000036536	ERZ870711
MGYG000163423	CUPX01
MGYG000218798	ERZ966947
MGYG000086051	ERZ949610
MGYG000217210	ERZ866962
MGYG000190403	ERZ839401
MGYG000028516	ERZ868090
MGYG000137585	ERZ871168
MGYG000213421	ERZ867137
MGYG000221913	ERZ978307
MGYG000260504	ERZ839437
MGYG000081694	ERZ902493
MGYG000044970	ERZ848274
MGYG000116909	ERZ873230
MGYG000164153	ERZ949061
MGYG000056032	ERZ875798
MGYG000001955	CABRVG01
MGYG000240847	ERZ936561
MGYG000003067	CABSZR01
MGYG000109678	CWWV01
MGYG000001473	CCEZ01,CABKTM02
MGYG000062685	ERZ974991
MGYG000266153	ERZ844124
MGYG000074102	ERZ988958
MGYG000005838	CAJKTB01
MGYG000111443	ERZ843472
MGYG000143576	ERZ971151
MGYG000269943	ERZ901497
MGYG000169974	CAAECT01
MGYG000171929	ERZ975550
MGYG000229710	ERZ977165
MGYG000215739	ERZ905313
MGYG000031467	ERZ896092
MGYG000141073	ERZ880087
MGYG000121830	ERZ936972
MGYG000209608	ERZ968956
MGYG000286733	ERZ933694
MGYG000217289	ERZ832579
MGYG000215976	ERZ902084
MGYG000044450	ERZ960104
MGYG000099858	ERZ866618
MGYG000011247	ERZ899443
MGYG000134861	ERZ968271
MGYG000150616	ERZ947011
MGYG000246634	ERZ947757
MGYG000206573	ERZ978466
MGYG000084528	ERZ988880
MGYG000002864	CABSRM01,URTZ01
MGYG000175695	ERZ831595
